,id,title,release_date,tagline,overview,keywords,genres,runtime,budget,revenue,return,return_type,popularity,vote_average,vote_count,production_countries,original_language,spoken_languages,production_companies,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie
184,184,Home,2015-03-18,Worlds Collide,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.","['friendship', 'spaceship', 'space', 'alien', 'alien invasion', 'alien friendship', 'awful leader', 'taking resposibility']","['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",94.0,135.0,368.871,2.732377777777778,success,63.473086,6.8,1519,['United States of America'],en,['English'],"['Twentieth Century Fox Film Corporation', 'DreamWorks Animation']",0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
185,185,War of the Worlds,2005-06-28,They're already here.,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['post traumatic stress  disorder', 'new jersey', 'airplane', 'dystopia', 'daughter', 'apocalypse', 'alien invasion', 'human subjugation']","['Adventure', 'Thriller', 'Science Fiction']",116.0,132.0,591.739,4.482871212121212,massive success,48.572726,6.2,2322,['United States of America'],en,['English'],"['Paramount Pictures', 'DreamWorks SKG', 'Cruise/Wagner Productions', 'Amblin Entertainment']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,Bad Boys II,2003-07-18,"If you can't stand the heat, get out of Miami.","Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.","['miami', 'ku klux klan', 'cuba', 'undercover', 'mexican standoff', 'ecstasy', 'guantánamo', 'slaughter', 'shootout', 'gunfight', 'bromance', 'gangster', 'violence', 'foot chase', 'interrogation', 'car chase', 'drug lord', 'exploding house', 'narcotics cop', 'illegal drugs', 'dea agent', 'buddy cop', 'criminal underworld', 'action hero', 'haitian gang', 'minefield']","['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",147.0,130.0,273.34,2.1026153846153846,success,38.068736,6.3,1564,['United States of America'],en,"['English', 'Español']","['Columbia Pictures Corporation', 'Don Simpson/Jerry Bruckheimer Films']",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
187,187,Puss in Boots,2011-10-28,Live for danger. Fight for justice. Pray for mercy.,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.","['adventure', 'fairy-tale figure']","['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",90.0,130.0,554.987,4.269130769230769,massive success,20.678787,6.4,451,['United States of America'],en,"['Español', 'English']",['DreamWorks'],1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188,188,Salt,2010-07-21,Who is Salt?,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""","['assassination', 'spy', 'cia', 'kidnapping', 'cold war', 'soviet union', 'double agent', 'race against time', 'revenge', 'on the run', 'shootout', 'espionage', 'female protagonist', 'hitwoman', 'terrorism', 'violence', 'russian spy', 'intelligence officer', 'action heroine']","['Action', 'Mystery', 'Thriller']",100.0,110.0,293.329,2.666627272727273,success,48.829437,6.2,2093,['United States of America'],en,"['English', 'Pусский', '한국어/조선말']","['Columbia Pictures', 'Di Bonaventura Pictures', 'Relativity Media', 'Wintergreen Productions']",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
189,189,Noah,2014-03-20,The end of the world is just the beginning.,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"['bible', 'god', 'noah', '3d']","['Drama', 'Adventure']",139.0,125.0,362.637,2.901096,success,46.115758,5.6,2350,['United States of America'],en,['English'],"['Paramount Pictures', 'Regency Enterprises', 'Protozoa Pictures', 'Disruption Entertainment']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,The Adventures of Tintin,2011-10-25,"This year, discover how far adventure will take you.","Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.","['riddle', 'captain', 'treasure', 'liquor', 'treasure hunt', 'sunken treasure', 'plot', 'reporter', '3d', 'action']","['Adventure', 'Animation', 'Mystery']",107.0,130.0,371.94,2.861076923076923,success,89.938296,6.7,2061,"['New Zealand', 'United States of America']",en,['English'],"['Paramount Pictures', 'Columbia Pictures', 'WingNut Films', 'Amblin Entertainment', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Hemisphere Media Capital']",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
191,191,Harry Potter and the Prisoner of Azkaban,2004-05-31,Something wicked this way comes.,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.","['flying', 'traitor', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'griffon', 'black magic', 'time travel', 'best friend', 'werewolf', 'dark', 'muggle', 'aftercreditsstinger']","['Adventure', 'Fantasy', 'Family']",141.0,130.0,789.805,6.075423076923077,massive success,79.679601,7.7,5877,"['United Kingdom', 'United States of America']",en,['English'],"['1492 Pictures', 'Heyday films', 'Warner Bros.']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,192,Australia,2008-11-18,Welcome to Australia!,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.","['missionary', 'world war ii', 'ranch', 'australia', 'british', 'racist', 'cattle drive', 'aftercreditsstinger', 'stampede', 'waltzing matilda', 'trampled to death']",['Drama'],165.0,130.0,49.554,0.3811846153846154,failure,28.840996999999998,6.3,694,"['Australia', 'United States of America', 'United Kingdom']",en,"['English', '日本語']","['Bazmark Films', 'Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment III', 'ScreenWest']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,193,After Earth,2013-05-30,"Danger is real, fear is a choice","One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",['dystopia'],"['Science Fiction', 'Action', 'Adventure']",100.0,130.0,243.843,1.8757153846153845,success,42.840582,5.0,2532,['United States of America'],en,['English'],"['Columbia Pictures', 'Blinding Edge Pictures', 'Overbrook Entertainment']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,Dinosaur,2000-05-19,You have never seen anything like this.,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,"['cataclysm', 'asteroid', 'leader', 'comet', 'animation', 'prehistoric', 'prehistoric egg', 'dinosaur', 'nesting grounds', 'prehistoric creature', 'prehistoric adventure', 'lemur', 'prehistoric times']","['Animation', 'Family']",82.0,127.5,354.248,2.7784156862745095,success,26.548594,6.2,542,['United States of America'],en,['English'],"['Walt Disney Pictures', 'Walt Disney Feature Animation']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
195,195,Night at the Museum: Secret of the Tomb,2014-12-17,One Final Night to Save the Day.,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.","['night watchman', 'museum', 'natural history', 'history', 'smithsonian']","['Adventure', 'Comedy', 'Fantasy', 'Family']",97.0,127.0,349.424,2.751370078740157,success,115.597753,6.1,1851,"['United Kingdom', 'United States of America']",en,['English'],"['Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
196,196,Megamind,2010-10-28,His brain is off the chain.,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.","['saving the world', 'date', 'prison', 'secret identity', 'fish', 'gun', 'dna', 'mayor', 'anti hero', 'rain', 'museum', 'one-sided love', 'serum', 'talking animal', 'reporter', 'duringcreditsstinger', 'stronger villain']","['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",95.0,130.0,321.887,2.476053846153846,success,68.757242,6.7,1918,['United States of America'],en,['English'],['DreamWorks Animation'],1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
197,197,Harry Potter and the Philosopher's Stone,2001-11-16,Let the Magic Begin.,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","['witch', 'christmas party', 'magic', 'cutting the cord', 'halloween', 'child hero', 'broom', 'chosen one', 'frog', 'fantasy world', 'based on young adult novel']","['Adventure', 'Fantasy', 'Family']",152.0,125.0,976.476,7.811808,massive success,109.984351,7.5,7006,"['United Kingdom', 'United States of America']",en,['English'],"['1492 Pictures', 'Warner Bros.', 'Heyday Films']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,198,R.I.P.D.,2013-07-18,To protect and serve the living,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,"['gold', 'police operation', 'partner', 'revenge', 'undead', 'ghost', 'police department']","['Fantasy', 'Action', 'Comedy', 'Crime']",96.0,130.0,61.648,0.47421538461538465,failure,39.448066,5.4,1260,['United States of America'],en,['English'],"['Universal Pictures', 'Original Film', 'Dark Horse Entertainment']",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,199,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,Prepare to be blown out of the water.,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.","['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga']","['Adventure', 'Fantasy', 'Action']",143.0,140.0,655.011,4.67865,massive success,271.972889,7.5,6985,['United States of America'],en,['English'],"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,The Hunger Games: Mockingjay - Part 1,2014-11-18,Fire burns brighter in the darkness,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"['resistance', 'post-apocalyptic', 'dystopia', 'war', 'sequel', 'female protagonist', 'bow and arrow', 'game', 'future war', 'revolt', 'class prejudice', 'human subjugation', 'based on young adult novel']","['Science Fiction', 'Adventure', 'Thriller']",123.0,125.0,752.1,6.0168,massive success,206.227151,6.6,5584,['United States of America'],en,['English'],"['Lionsgate', 'Color Force']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,The Da Vinci Code,2006-05-17,Seek the truth.,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.","['paris', 'holy grail', 'christianity', 'monk', 'based on novel', 'zurich', 'secret society', 'louvre', 'curator', 'symbologist', 'opus dei', 'heresy', 'mona lisa', 'freemason', 'conspiracy', 'pentagram', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect']","['Thriller', 'Mystery']",149.0,125.0,767.82,6.1425600000000005,massive success,45.313196999999995,6.5,2704,"['United States of America', 'Malta', 'France', 'United Kingdom']",en,"['English', 'Français', 'Latin', 'Español']","['Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions', 'Government of Malta']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
202,202,Rio 2,2014-03-19,"He's villainous, she's venomous.","It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.","['bird', 'sequel', 'jungle', 'audition', 'amazon rainforest', 'parrots']","['Animation', 'Adventure', 'Comedy', 'Family']",102.0,103.0,500.188,4.856194174757282,massive success,42.400240000000004,6.3,978,['United States of America'],en,"['English', 'Português']","['Blue Sky Studios', 'Twentieth Century Fox Animation']",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
203,203,X2,2003-04-24,The time has come for those who are different to stand united.,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.","['mutant', 'marvel comic', 'superhero', 'based on comic book', 'superhuman']","['Adventure', 'Action', 'Science Fiction', 'Thriller']",133.0,110.0,407.712,3.706472727272727,massive success,2.871739,6.8,3506,['United States of America'],en,"['English', 'Deutsch', 'Italiano']","['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Enterprises', 'XM2 Productions', 'XF2 Canada Productions']",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,Fast Five,2011-04-20,Get the Fifth Gear.,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.","['brazil', 'fbi', 'freedom', 'escape from prison', 'car crash', 'heist', 'organized crime', 'on the run', 'money', 'fugitive', 'police chase', 'escaped convict', 'car', 'imax', 'automobile racing', 'duringcreditsstinger']","['Action', 'Thriller', 'Crime']",130.0,125.0,626.138,5.009104000000001,massive success,7.255717999999999,7.1,2438,['United States of America'],en,"['English', 'Español', 'Português', 'Italiano']","['Universal Pictures', 'Original Film', 'One Race Productions']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,Sherlock Holmes: A Game of Shadows,2011-11-22,The game is afoot.,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","['detective inspector', 'steampunk', 'criminal mastermind']","['Adventure', 'Action', 'Crime', 'Mystery']",129.0,125.0,334.615,2.67692,success,81.49962099999999,7.0,3886,['United States of America'],en,['English'],"['Village Roadshow Pictures', 'Silver Pictures', 'Lin Pictures', 'Warner Bros.', 'Wigram Productions']",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
206,206,Clash of the Titans,2010-04-01,Titans will clash.,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.","['hades', 'mythology', 'greek mythology', 'zeus', 'medusa', 'mythological beast', 'sea monster', 'perseus', 'kraken', 'gods', 'ancient greece', 'based on greek myth', '3d']","['Adventure', 'Fantasy', 'Action']",106.0,125.0,232.713,1.861704,success,47.686442,5.6,2233,['United States of America'],en,['English'],"['The Zanuck Company', 'Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Moving Picture Company (MPC)']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,Total Recall,1990-06-01,"They stole his mind, now he wants it back.","Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","['oxygen', 'falsely accused', 'resistance', 'mars', 'double life', 'telepathy', 'mutant', 'hologram', 'space colony', 'false identity', 'secret agent', 'dystopia', 'cyberpunk', 'false memory', 'implanted memory']","['Action', 'Adventure', 'Science Fiction']",113.0,65.0,261.318,4.020276923076922,success,43.129703000000006,7.1,1710,['United States of America'],en,['English'],"['TriStar Pictures', 'Carolco Pictures', 'Carolco International N.V.']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,The 13th Warrior,1999-08-27,Prey for the living.,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.","['witch', 'cave', 'arabian', 'scandinavia', 'bagdad', 'viking', 'iraq', 'war', 'mission']","['Adventure', 'Fantasy', 'Action']",102.0,160.0,61.699,0.38561875,failure,27.220157,6.4,510,['United States of America'],en,"['English', 'Norsk']",['Touchstone Pictures'],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,The Bourne Legacy,2012-08-08,There Was Never Just One,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.","['assassin', 'wolf', 'maryland', 'suicide by gunshot', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'seoul south korea', 'pharmaceutical lab', 'government conspiracy', 'roof chase', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'lieutenant general']","['Action', 'Thriller']",120.0,130.0,276.573,2.127484615384615,success,90.33681,6.0,2651,['United States of America'],en,"['English', 'Pусский']","['Universal Pictures', 'Dentsu', 'Relativity Media', 'Kennedy/Marshall Company, The', 'Captivate Entertainment']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,Batman & Robin,1997-06-20,Strength. Courage. Honor. And loyalty.,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.","['double life', 'dc comics', 'dual identity', 'crime fighter', 'fictional place', 'gotham city', 'superhero', 'credit card', 'super powers']","['Action', 'Crime', 'Fantasy']",125.0,125.0,238.207,1.905656,success,50.073575,4.2,1418,"['United Kingdom', 'United States of America']",en,['English'],"['PolyGram Filmed Entertainment', 'Warner Bros.']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,How the Grinch Stole Christmas,2000-11-17,He puts the mean in green.,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.","['holiday', 'christmas party', 'new love', 'santa claus', 'village', 'kids and family']","['Family', 'Comedy', 'Fantasy']",104.0,123.0,345.141,2.8060243902439024,success,45.419668,6.2,1386,"['Germany', 'United States of America']",en,['English'],"['Imagine Entertainment', 'Universal Pictures']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
212,212,The Day After Tomorrow,2004-05-26,Where will you be?,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.","['saving the world', 'library', 'cataclysm', 'climate change', 'greenhouse effect', 'tornado', 'twister', 'hurricane', 'hail', 'temperature drop', 'ice age', 'polar zone', 'meteorology', 'gulfstream', 'barrier ice', 'ice melting', 'third world', 'exodus', 'evacuation', 'climate', 'government', 'snow', 'los angeles', 'scientist', 'doomsday', 'antarctic', 'disaster movie']","['Action', 'Adventure', 'Science Fiction', 'Thriller']",124.0,125.0,544.272,4.354176000000001,massive success,41.380094,6.2,2392,['United States of America'],en,"['English', '日本語', 'Français', 'العربية', 'Español']","['Lions Gate Films', 'Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'Mark Gordon Productions', ""Mel's Cite du Cinema""]",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,Mission: Impossible II,2000-05-24,Expect the impossible again.,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.","['terror', 'spain', 'cia', 'helicopter', 'secret identity', 'skyscraper', 'undercover', 'island', 'ex-lover', 'secret mission', 'dying and death', 'secret agent', 'computer', 'duel', 'lethal virus', 'violence', 'rescue team', 'agent', 'car', 'research laboratory']","['Adventure', 'Action', 'Thriller']",123.0,125.0,546.388,4.371104,massive success,54.931334,5.9,1928,"['Germany', 'United States of America']",en,['English'],"['Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,The Perfect Storm,2000-03-15,The storm is coming.,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.","['u.s. air force', 'grocery', 'jamaican', 'meteorologist', 'rescue boat', 'marina', 'city hall', 'the flemish cap', 'male camaraderie', 'storm at sea']",['Drama'],130.0,120.0,325.757,2.7146416666666666,success,25.752118,6.2,597,['United States of America'],en,['English'],"['Warner Bros.', 'Baltimore Spring Creek Productions', 'Radiant Productions']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,Fantastic 4: Rise of the Silver Surfer,2007-06-13,Discover the secret of the Surfer.,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.","['fire', 'helicopter', 'surfboard', 'mask', 'satellite', 'airplane', 'transformation', 'forest', 'resurrection', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'outer space', 'wedding', 'explosion', 'scientist', 'interrogation', 'double cross', 'fantastic four', 'military', 'earth in peril', 'superhuman strength', 'duringcreditsstinger', 'invisibility', 'silver surfer', 'forcefield', 'elasticity', 'absorbing power']","['Adventure', 'Fantasy', 'Action', 'Thriller']",92.0,130.0,289.048,2.223446153846154,success,60.810722999999996,5.4,2589,"['Germany', 'United Kingdom', 'United States of America']",en,"['English', '日本語', 'العربية', '普通话']","['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', 'Constantin Film Produktion', 'Bernd Eichinger Productions', 'Marvel Enterprises']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,Life of Pi,2012-11-20,Believe The Unbelievable,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.","['ocean', 'shipwreck', 'hindu', 'tiger', 'faith', 'zookeeper', 'teenage boy', 'cargo ship', 'lifeboat', 'injured animal']","['Adventure', 'Drama', 'Action']",127.0,120.0,609.017,5.075141666666667,massive success,51.328145,7.2,5797,"['United States of America', 'Taiwan', 'United Kingdom']",en,"['普通话', 'English', 'Français', 'हिन्दी', '日本語', 'தமிழ்']","['Ingenious Film Partners', 'Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Big Screen Productions', 'Haishang Films']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,Ghost Rider,2007-02-16,Hell Is About To Be Unleashed,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.","['mephisto', 'religion and supernatural', 'dying and death', ""devil's son"", 'ghost world', 'stunts', 'flame', 'based on comic book']","['Thriller', 'Action', 'Fantasy', 'Horror']",114.0,110.0,228.738,2.0794363636363635,success,46.834703999999995,5.2,1712,"['United States of America', 'Australia']",en,['English'],"['Columbia Pictures Corporation', 'Relativity Media', 'Michael De Luca Productions', 'Marvel Enterprises', 'Crystal Sky Pictures', 'GH One', 'Vengeance Productions Pty. Ltd.']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
218,218,Jason Bourne,2016-07-27,You know his name,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,"['assassin', 'amnesia', 'flashback']","['Action', 'Thriller']",123.0,120.0,415.485,3.462375,massive success,62.641286,5.9,2341,"['United Kingdom', 'United States of America', 'China']",en,['English'],"['The Kennedy/Marshall Company', 'Captivate Entertainment', 'Pearl Street Films', 'Double Negative', 'Perfect World (Beijing) Pictures Co.']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,Charlie's Angels: Full Throttle,2003-06-27,This summer the Angels are back.,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.","['robbery', 'secret identity', 'secret agent']","['Action', 'Adventure', 'Comedy']",106.0,120.0,259.176,2.1597999999999997,success,33.616115,5.2,914,['United States of America'],en,"['English', '普通话', 'Español']","['Columbia Pictures', 'Wonderland Sound and Vision', 'Tall Trees Productions', 'Flower Films (II)']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
